neuterYn,sexCd,weight,noticeDays,age2,processState
N,M,25,10,3,1
U,F,17,10,2,1
Y,M,3.2,10,3,1
N,M,0.8,10,1,1
N,M,13,10,3,1
N,F,15,7,5,0
N,F,1.35,7,0,1
U,M,12,10,5,0
U,F,11,10,5,1
N,M,20,10,4,0
U,F,10.3,10,4,0
U,F,10.4,10,3,0
N,M,19,10,4,0
N,M,5.9,10,3,0
N,Q,6.5,10,2,0
U,M,4,10,4,1
N,M,28,10,4,1
U,F,7,10,6,0
N,F,3.6,10,5,1
U,F,2,10,4,1
N,M,15,10,1,0
N,F,1,10,1,1
U,F,12.5,10,9,0
N,M,2.7,10,1,0
U,F,13.4,10,1,1
N,F,12.84,9,1,0
N,F,4.56,9,1,0
N,F,8.78,9,1,0
N,F,3.2,9,1,0
N,M,9,9,0,0
N,M,9,9,0,0
N,F,8.7,9,0,0
N,F,17,9,3,0
N,M,9.8,9,0,0
N,F,10.2,9,0,0
N,F,3,9,0,1
N,F,6.4,9,2,1
N,F,6.2,9,1,1
N,F,5.9,9,1,1
N,M,7.8,10,3,0
N,M,6.9,10,2,1
N,F,1.5,9,0,1
U,F,15,9,1,1
N,M,20,9,3,0
N,F,15,9,2,0
U,F,5,10,0,0
N,M,3,10,1,1
N,F,12,10,3,0
N,M,10,10,1,1
N,F,12,10,2,1
N,F,2,10,0,1
N,F,2,10,0,1
N,F,2,10,0,1
N,F,2,10,0,1
N,F,2,10,0,1
Y,M,2.8,10,5,1
N,F,1.76,10,0,1
U,M,30,10,2,0
U,F,2.7,10,0,1
U,M,3,10,6,1
Y,M,3.7,10,3,1
N,F,13,14,1,0
N,F,4,10,2,0
N,M,4,10,3,0
N,M,1,10,2,0
U,F,5,10,1,0
U,M,7,10,2,1
U,M,18,10,2,1
N,F,6,10,2,0
N,M,7,10,4,0
N,F,3,10,1,0
N,F,6,10,6,0
N,F,4,10,1,1
N,F,5.6,10,1,0
N,M,6.3,10,1,0
N,F,4.7,10,1,0
N,F,16.7,10,4,0
N,M,4,10,1,0
N,M,28.4,10,1,0
N,M,7.7,10,1,1
N,F,5.9,10,1,1
U,F,14,10,3,1
U,F,15.4,10,2,1
N,M,17,10,1,1
N,M,2.5,10,1,0
N,M,13.2,10,1,0
N,M,6,10,1,0
N,F,16,10,1,0
N,F,16,10,1,0
N,F,10,10,1,0
N,M,25,10,3,1
U,M,27,10,8,1
N,M,2,15,1,0
U,F,4,11,2,0
U,F,2,11,1,0
U,M,2,11,1,0
U,F,7,11,5,0
U,M,17,11,8,0
U,F,1.4,10,1,1
N,M,19,10,2,1
N,F,25,10,5,1
N,M,6.5,10,4,1
N,M,12,10,4,0
N,M,6,10,5,0
N,M,10,10,2,0
N,F,7.1,10,3,0
N,F,5.94,10,10,0
N,M,3.1,10,1,0
N,F,4.42,10,6,0
N,M,4,10,1,0
N,F,5.7,10,6,1
U,F,3.8,10,4,1
U,F,4.1,10,1,1
N,M,7,7,0,1
U,F,2.8,10,7,1
N,F,3.5,10,0,0
N,F,3.5,10,0,0
N,M,22,9,2,1
N,F,7,9,0,0
Y,M,4.2,10,3,0
U,F,0.45,10,0,0
U,M,0.5,10,0,0
U,M,0.5,10,0,1
N,F,3,10,1,0
U,F,4,10,1,1
U,F,2,10,0,1
N,M,2.2,10,3,1
N,M,12,10,1,0
N,M,15,10,3,0
U,F,25,10,4,0
N,F,9.93,9,3,0
N,M,7.72,9,3,0
N,F,6.88,9,2,0
N,M,7.65,9,1,0
N,M,26,10,2,1
N,M,2.9,10,0,0
U,F,9,10,1,0
U,F,3.8,10,0,0
U,F,4.1,10,0,0
U,F,2.8,10,1,1
Y,M,10,10,0,0
U,F,8,10,5,1
U,F,4,10,12,0
N,M,3,10,4,0
N,M,1.3,10,0,0
N,F,1.2,10,0,0
N,M,4,10,4,0
U,F,4,10,12,0
N,M,8,10,4,1
U,F,4.5,10,0,0
U,F,4.8,10,0,0
N,M,10,10,4,0
U,F,5.4,10,3,0
N,M,5.3,10,0,1
N,M,60,10,3,1
N,M,7,10,3,1
U,M,4,10,2,0
N,F,4.8,10,0,0
N,F,7,10,2,0
N,F,1,7,0,1
N,F,3,10,0,0
N,F,3,10,0,0
N,M,3,10,0,0
N,F,3,10,0,0
N,F,8,10,0,0
U,F,6,10,0,1
N,F,10,10,4,0
N,M,15,10,3,0
N,F,15,10,3,0
N,F,15,10,0,0
N,M,5,10,0,0
N,M,7,10,0,0
N,F,7,10,0,0
N,M,15,10,2,0
N,M,3.9,10,5,1
N,M,6,10,0,0
N,M,1,10,0,0
N,F,1,10,0,0
N,F,6,10,1,0
U,F,7,10,3,0
U,F,20,10,2,0
N,M,0.85,10,0,1
N,F,0.9,10,0,1
N,M,3.3,10,13,0
N,F,0.7,10,0,1
N,M,0.5,10,0,1
N,M,0.8,10,0,1
U,F,2,10,0,1
U,F,4,10,2,1
N,M,20,10,1,0
N,M,6.2,7,1,0
N,F,5,10,3,1
N,F,10,10,1,0
N,F,0.5,10,0,1
N,F,7,10,5,0
U,F,6,10,2,0
U,M,6,10,0,0
U,M,3,10,3,0
U,M,4,10,1,0
U,M,18,10,2,0
N,F,7.22,10,3,0
N,M,1,10,0,1
U,Q,7,10,0,0
U,Q,5,10,0,0
U,Q,7,10,5,0
N,F,1.72,10,0,0
N,F,1.67,10,0,0
N,M,2.4,10,0,0
N,F,1.9,10,0,1
N,M,2.34,10,0,0
N,M,5.4,13,1,0
U,F,18,10,4,1
N,M,15.3,7,7,0
Y,M,5,10,3,1
N,F,6,11,1,0
N,M,12,14,1,0
N,F,9,10,3,0
N,M,2,10,1,0
N,M,3,15,1,0
N,F,1.6,10,1,1
N,F,3.1,10,2,1
N,M,24,10,7,0
N,F,4.32,10,13,0
U,F,4.3,10,3,0
U,F,4.7,10,2,1
U,F,8.5,10,5,0
U,M,10,10,1,0
N,F,3,10,0,0
N,M,10.8,10,0,0
N,F,3.5,10,0,0
N,F,3.7,10,0,0
N,M,4.2,10,0,0
N,F,4.3,10,0,0
N,M,4.5,10,0,1
N,F,14.5,10,0,1
U,M,12.3,10,1,1
U,F,8,10,1,1
U,M,17,10,2,0
N,F,5.2,10,0,0
N,F,9.9,10,0,0
N,F,8.5,10,0,0
N,F,4.5,10,0,1
N,M,5.3,10,0,0
N,F,16.3,10,1,0
N,M,7.3,10,0,0
N,F,3.9,10,0,0
N,M,4,10,0,0
N,M,5.5,10,0,0
N,M,6.5,10,0,0
U,M,3,10,0,1
U,F,3,10,0,1
U,F,3,10,0,1
U,F,8,10,1,1
U,F,8,10,2,0
U,F,3,10,0,1
U,M,3,10,0,0
U,F,3,10,0,1
U,F,3,10,0,1
N,M,28,10,5,0
Y,M,4.3,10,2,1
U,F,15,7,3,0
U,M,3,7,0,0
U,M,3,7,0,0
U,F,3,7,0,0
U,M,3,7,0,1
U,F,3,7,0,0
N,F,3.6,7,1,0
N,F,5,10,1,1
N,F,8,10,5,1
N,F,4.5,10,4,1
U,F,8,10,3,0
U,M,8,10,3,0
N,M,12,10,1,1
N,M,7.1,10,2,0
Y,M,4.5,10,5,0
N,M,15.76,10,2,0
N,F,10.46,10,3,0
N,F,6.88,10,2,0
N,M,20,10,1,0
U,F,15,10,1,0
U,F,1.8,10,0,1
U,F,1.6,10,0,0
U,F,2,10,0,0
N,M,5.7,10,0,1
N,M,5.8,10,1,0
N,M,2.4,10,0,1
Y,M,17,7,3,1
U,M,2.9,7,1,1
Y,M,4.5,10,7,1
U,F,10,10,0,1
U,F,18,10,2,1
U,F,2,10,0,1
U,M,2,10,0,1
N,M,7.8,10,4,0
U,F,20,10,1,0
N,M,4.7,10,0,1
U,F,2,10,0,0
N,F,8,14,2,0
N,F,5.2,11,3,1
N,M,3,11,2,1
N,M,20,11,1,0
N,M,17,11,2,0
N,M,12,11,1,0
N,F,7.8,11,1,0
N,F,6,11,2,1
N,M,1,11,0,1
N,F,1,11,0,1
N,F,1,11,0,1
N,M,1,11,0,1
N,M,4,11,2,1
N,F,4,11,0,0
N,F,2,11,0,0
N,M,2,11,0,0
N,F,6,11,2,0
N,M,4.4,11,4,1
N,F,10,11,1,0
N,M,18,11,2,1
N,F,7,11,2,0
N,M,1.2,11,0,1
U,F,10,7,2,0
U,F,16,11,4,0
U,M,14,11,5,1
U,M,4,11,3,0
N,F,3.2,11,0,1
Y,M,7.3,11,4,1
U,F,14.5,11,2,1
U,F,2.8,11,5,1
N,F,0.79,11,0,1
N,M,0.84,11,0,1
N,M,2,11,0,0
N,M,2,11,0,0
U,F,2,11,3,1
N,M,5,11,6,0
U,F,10.5,11,5,1
N,F,9,11,2,0
N,F,3.5,11,0,1
N,F,7.5,11,2,1
N,M,12,11,0,1
N,F,4,11,0,1
U,M,8,11,2,0
N,M,4,11,6,1
N,M,4.5,11,3,1
N,F,4,11,0,1
N,F,6,11,2,1
N,F,2.2,11,0,1
N,F,2.4,11,0,1
N,F,2.3,11,0,1
N,M,2.4,11,0,1
N,M,2.2,11,0,1
N,M,8.3,11,3,1
N,F,2.8,11,0,0
N,M,3.5,11,0,0
N,M,23,11,3,1
N,M,3.6,11,6,1
N,M,3.7,11,2,1
U,M,2.1,11,0,1
N,M,4,11,0,1
N,M,1.2,11,0,1
N,M,24,11,2,0
N,F,4.2,11,0,1
N,F,4,11,0,1
N,F,3.85,11,0,1
U,F,8,11,1,1
U,F,2.5,11,0,1
U,F,7,11,2,1
N,F,20,11,0,1
N,M,4,11,0,1
N,M,4,11,0,1
N,F,4,11,0,1
N,F,4,11,0,1
N,M,4,11,0,1
N,F,4,11,0,1
N,F,4,11,0,1
U,F,5.9,11,0,0
N,M,1.11,11,0,0
N,M,1.6,11,0,0
N,F,1.78,11,0,0
N,F,1.43,11,0,0
N,F,2.18,11,0,0
Y,F,6,11,3,1
U,F,5,11,2,0
U,F,3.5,11,3,1
N,F,10,11,0,0
N,F,10,11,0,0
N,M,10,11,0,0
N,F,10,11,0,0
N,M,10,11,0,0
N,F,4,15,2,0
N,M,5,10,3,0
N,F,7,10,3,1
N,F,8,10,3,0
N,M,3.68,10,6,1
N,M,1.5,10,1,1
N,F,1.5,10,1,1
N,F,1.5,10,1,1
N,M,3.3,21,8,1
N,M,7,9,1,0
N,F,3.9,7,0,0
U,F,13,10,1,0
U,F,20,10,2,1
N,M,2.4,10,0,0
N,M,4.4,10,0,0
U,F,3.3,10,0,0
U,F,4,10,1,1
N,F,2,10,1,1
N,M,3.3,7,1,0
N,F,2.8,11,2,1
N,F,11,11,0,0
N,F,16.5,11,0,0
N,M,1.5,11,0,0
N,F,1.5,11,0,0
N,F,1.5,11,0,0
N,F,1.5,11,0,0
U,F,13,11,2,0
U,M,20,11,1,0
N,M,5.9,7,0,1
N,M,8,11,1,1
N,M,5.5,11,1,0
U,M,6,11,2,0
U,F,15,11,2,1
N,F,2.5,11,0,0
N,M,2.5,11,0,0
N,M,2.5,11,0,0
U,M,25,7,10,0
U,F,4,7,3,0
U,F,3,7,2,0
U,F,6,11,4,1
U,M,3.5,11,4,1
U,F,3,7,0,0
U,F,3,7,0,0
U,F,3,7,8,1
N,F,3,11,0,0
N,M,3,11,0,0
N,M,3,11,0,0
N,F,1.5,11,0,1
N,M,38,11,0,1
N,F,8,11,4,1
U,M,12,11,4,1
N,M,12,11,4,0
U,F,3,11,2,0
N,F,14,11,4,0
N,M,16,11,5,1
U,F,12,11,6,0
N,M,8,11,0,0
N,M,3,11,0,1
N,F,7.2,7,8,0
N,F,7.6,7,8,0
N,M,16,7,3,0
N,M,15,7,3,0
N,F,7.5,7,7,0
N,F,19,11,1,0
N,F,2.8,11,0,1
N,F,2.9,11,0,1
N,M,16.2,11,2,0
U,F,12,11,1,0
N,M,5,11,2,1
U,F,4,11,1,0
U,F,6.2,11,6,0
N,M,3.5,11,0,1
U,F,2.6,11,0,0
U,F,4.6,11,10,0
U,F,6.2,11,3,1
U,F,18,11,3,0
U,F,3,12,2,0
N,F,1,14,1,1
U,M,7,12,1,0
N,Q,1,8,0,1
N,M,5,8,3,1
N,F,18,8,3,1
N,F,1,12,0,0
N,F,1,12,0,0
N,F,1,12,0,0
N,F,1,12,0,0
N,F,1,12,0,0
N,F,1,12,0,0
N,M,1,12,0,0
N,F,6,12,2,0
U,F,3.5,12,5,1
N,F,2,10,0,1
N,F,2,10,0,1
N,M,2,12,0,1
N,F,2.5,12,0,1
N,F,2,12,0,0
N,F,6,12,0,0
N,M,3,12,0,0
U,F,3,12,0,0
U,M,3,12,0,0
U,F,8,12,2,1
N,M,10,12,2,1
N,F,3.5,9,2,1
N,M,15,9,1,0
U,F,1,9,0,0
U,M,12,8,0,1
N,M,2,12,0,0
N,M,15,9,1,1
N,F,4,12,0,0
N,M,5,12,1,0
N,M,2,12,0,0
N,M,6,12,5,1
U,F,14.8,12,3,1
U,M,20,8,2,0
N,F,2,12,0,1
U,F,20,12,2,0
N,F,2.5,12,0,1
N,M,14,12,1,1
N,M,4.4,12,5,1
U,M,15,12,2,1
N,F,3.92,12,0,1
Y,M,3.42,12,4,1
U,F,22,12,5,0
N,M,7.6,12,4,0
N,F,4,12,9,1
N,M,5.2,12,0,1
N,F,2.6,12,8,1
N,F,3.5,12,11,1
N,M,17,12,4,1
N,M,14.5,12,1,1
N,M,7.1,8,0,1
U,M,7,12,2,0
U,M,3,12,0,1
N,M,3.5,12,0,1
U,M,5.5,12,2,1
U,M,3.45,12,6,0
U,F,3,12,10,1
N,M,1,12,1,1
N,M,2.5,12,0,1
N,M,2.5,12,0,1
N,F,2.5,12,0,1
N,M,10,8,2,0
U,F,2.5,10,8,1
N,M,1.4,10,1,1
N,F,13,10,1,0
N,F,5,10,1,0
N,M,18,10,3,0
N,F,9,10,9,1
N,F,4,15,3,0
N,F,9,11,0,1
N,M,23,11,1,1
U,F,12,11,4,0
U,F,8,11,4,0
U,F,8,11,3,0
U,M,8,11,3,1
N,F,3.7,11,3,1
U,M,1.5,11,0,0
U,M,2.6,11,6,0
U,F,12.8,12,1,0
N,F,4.2,12,0,0
U,M,4.2,12,1,1
N,F,4.2,12,0,0
N,M,7,12,0,1
N,M,5,12,0,1
N,M,5.5,12,0,1
N,M,16,12,0,0
N,F,5.7,12,0,0
N,M,6.2,12,0,0
N,F,5.8,12,0,0
N,F,9,12,0,0
N,F,15,12,0,0
U,M,4,12,0,0
U,F,3,12,0,0
U,F,4,12,0,0
N,F,3.7,12,5,0
U,F,8,12,2,0
N,F,7,12,3,1
U,M,6,12,4,1
U,M,10,9,0,1
U,F,8,9,0,0
U,F,10,9,1,0
U,M,2.59,12,7,0
N,F,5,12,1,0
U,F,15,12,0,1
N,F,2,12,2,1
N,M,27,12,4,1
N,F,7.5,12,4,0
N,F,3,12,0,0
U,F,3,8,2,0
U,F,3,8,2,0
N,F,7,9,1,1
N,M,3,9,0,1
N,M,3,9,0,0
N,F,7,9,0,1
N,M,4,9,0,1
N,F,7,9,2,1
N,M,3,12,0,1
N,M,5,12,0,1
N,M,15,12,2,0
N,F,0.8,12,0,1
U,F,0.8,12,0,1
N,M,1.6,12,0,1
N,F,6.68,9,0,1
N,M,8.84,9,2,0
N,M,4.67,9,0,0
N,M,5.55,9,1,0
U,F,8.8,12,0,0
U,F,20,12,2,0
U,F,5.4,12,10,0
U,F,4.5,12,0,0
U,F,6,12,0,0
U,F,5.9,12,2,1
N,M,8.2,12,0,0
N,M,3.6,12,0,1
N,M,4.9,12,0,1
U,M,5,12,1,0
N,M,4,15,5,1
U,F,6.7,15,3,0
U,F,2.2,15,13,0
U,F,6,15,6,0
N,M,6.5,12,0,0
N,M,3.4,12,0,0
U,F,2.8,12,1,1
N,M,6.4,12,0,0
N,M,7.6,10,0,0
N,M,4.8,10,2,0
N,F,3.5,10,1,0
N,F,4,10,0,0
N,M,2,14,0,0
N,M,12,14,1,0
N,F,2,14,0,0
U,F,2,14,0,0
N,M,2,14,0,0
N,F,6,14,1,0
N,F,8,14,1,0
N,F,3,7,0,0
N,F,2.5,7,0,0
N,M,18,10,4,0
N,M,16.2,10,1,0
N,F,10,10,1,0
N,M,16,10,2,0
N,M,15,10,0,1
N,F,3.5,10,0,1
N,F,3,10,0,1
U,F,3,7,2,1
N,F,4,10,3,0
N,M,2.5,10,0,1
N,F,2.5,10,0,1
N,M,30,14,5,0
N,F,20,14,5,0
U,F,3,10,0,1
U,F,3,10,0,1
U,M,3,10,0,1
U,M,3,10,0,1
U,M,3,10,0,1
U,M,25,10,3,0
N,F,4,9,3,1
Y,M,3,9,3,1
U,M,0.8,10,0,1
N,M,2,7,0,0
N,M,2,7,0,0
N,F,7,7,2,0
N,F,0.8,10,0,1
N,M,5,10,3,1
U,M,10,10,2,1
U,M,5.8,10,0,1
N,M,6.5,10,1,0
N,M,3,10,0,0
N,F,5,10,0,0
N,Q,2.3,10,0,1
N,Q,2.3,10,0,1
N,Q,2.2,10,0,1
N,Q,2,10,0,1
N,M,12,10,3,1
U,M,5,10,1,0
U,F,10,10,1,0
U,M,15,10,2,0
N,F,4.6,10,2,1
N,M,6.2,10,7,1
N,F,7.46,10,3,1
N,M,3,10,1,1
U,F,20,13,1,0
U,F,10,13,0,1
N,F,4.2,10,11,1
N,F,3.2,10,2,1
N,F,2,10,0,1
N,M,2.1,10,0,1
N,M,2.2,10,0,1
N,M,2.6,10,0,1
N,F,2,10,0,1
N,F,10.5,10,3,1
N,M,7.3,10,0,1
N,M,5.3,10,0,1
N,F,3.6,10,6,1
N,M,2.8,10,0,1
N,M,3.2,10,0,1
N,M,3.4,10,0,1
N,F,3,10,0,1
Y,M,1.8,10,1,1
N,M,10.3,10,3,1
U,F,20,10,1,0
Y,M,8,10,5,1
N,F,6.5,10,2,1
U,F,3,10,0,0
U,M,5,10,2,1
U,M,23,10,2,0
N,M,4,10,1,1
U,F,25,10,4,0
U,F,3.4,10,1,1
N,F,5,10,0,0
N,F,5,10,0,0
N,F,2,10,0,0
N,M,2,10,0,0
N,F,7,10,0,1
N,M,6,11,1,0
N,F,10,14,3,0
N,F,15,10,1,0
N,M,4.5,10,1,1
N,M,2,11,1,1
N,F,5,15,2,0
U,F,4,12,2,1
N,M,15,12,2,1
U,M,15,12,2,0
U,F,2,12,0,1
N,F,1,12,0,0
N,M,2.2,10,0,0
N,F,1.8,10,0,0
N,M,3.6,10,0,0
N,F,21,10,0,0
N,M,4.5,10,0,0
U,F,11.5,10,1,0
Y,M,14,10,2,1
U,M,15,10,1,0
U,M,21.3,10,1,0
U,F,13,10,1,0
U,F,14,10,1,0
N,F,13.1,10,0,0
N,M,1.7,10,0,1
N,M,2.3,10,0,1
N,M,2.3,10,0,1
U,M,2.7,10,0,0
N,F,2.7,10,0,0
N,F,2.7,10,0,0
U,F,13.9,10,1,0
U,F,15.3,10,1,0
N,F,5,10,0,1
Y,M,3,10,5,1
U,M,6,10,0,1
N,F,3.5,10,0,0
N,M,4,10,0,0
U,M,3.2,10,3,1
U,M,2.5,10,2,1
U,M,15,7,3,0
U,F,20,7,4,0
U,M,2,7,0,1
U,F,2,7,0,1
U,M,2,7,0,1
U,M,2,7,0,1
N,M,20,10,2,0
U,M,35,10,5,1
U,F,19.4,10,7,0
N,M,9.3,10,2,0
N,M,18,10,6,0
Y,M,16,10,3,0
N,M,14.3,10,2,0
N,M,13,10,2,0
Y,M,7.2,10,3,1
U,F,4.4,10,0,0
N,M,1.6,10,0,0
U,F,11,10,1,0
N,M,7.6,10,1,0
N,M,10.1,10,5,1
U,F,6.7,10,6,1
U,F,2.1,10,0,0
N,M,1.9,10,0,0
U,F,6.1,10,7,0
N,Q,1.2,10,0,0
U,F,9.2,10,4,0
N,F,20,10,5,0
U,F,4.5,10,5,1
N,M,3.2,10,0,1
U,M,15,10,2,0
N,F,10,10,7,1
N,M,20,10,2,0
U,F,8,10,2,1
N,M,8,10,1,1
N,M,15,10,5,0
Y,M,4.7,10,3,1
N,F,5.3,10,0,1
U,F,2.7,10,10,0
U,F,6.2,10,3,0
N,M,5.8,10,1,1
U,F,6,10,0,0
N,M,3.5,10,0,1
N,M,8.7,7,7,0
U,F,1.3,10,0,1
Y,M,2.1,10,0,1
N,F,1.4,10,0,1
U,F,9,10,8,0
U,M,13,10,0,1
N,F,3,10,0,1
N,M,3,10,0,1
N,M,5,10,2,1
N,Q,1,7,0,1
N,F,15,7,1,1
N,F,1,10,0,0
N,F,1,10,0,0
N,F,1,10,0,0
N,M,1,10,0,0
N,M,1,10,0,0
N,F,5,10,0,0
N,F,1,10,0,0
N,F,1,10,0,0
N,F,1,10,0,0
N,M,1,10,0,0
N,F,8,10,2,0
N,F,5,10,1,0
U,M,25,10,1,0
N,F,3.5,10,3,0
N,F,7,10,5,1
N,F,1.5,10,0,1
U,M,6,10,2,1
N,M,2.6,14,0,0
N,F,2.5,14,0,0
N,M,2.5,14,0,0
U,F,2.5,14,0,0
N,M,2.7,14,0,0
N,M,2.7,14,0,0
N,M,3,14,0,1
N,F,13,10,2,0
N,F,2,10,0,1
U,F,9.3,10,2,1
N,M,1.3,10,0,0
N,F,1.1,10,0,1
N,M,1.2,10,0,0
N,F,1.1,10,0,0
N,M,1.2,10,0,1
N,M,1.2,10,0,1
N,F,1.2,10,0,1
N,F,4.2,10,3,1
N,M,25,10,2,1
N,M,3,10,0,1
N,F,7,10,2,1
N,F,4,10,4,0
N,F,25,10,5,0
N,F,8,10,2,1
N,F,1.8,10,3,1
U,F,4,10,8,1
N,M,7,10,2,0
N,F,5.8,7,1,1
N,F,4,10,1,1
N,M,4,10,1,1
N,F,3,10,1,1
N,F,4,10,1,1
N,M,6,10,2,1
N,F,7,10,2,1
N,M,2,10,0,1
N,F,2,10,0,1
N,M,2,10,0,1
N,F,8,10,3,1
N,F,5.5,10,5,0
N,F,4,10,6,0
N,F,4,10,6,0
N,F,4,10,7,0
N,M,5,10,0,0
N,Q,6,10,1,0
N,F,7,10,2,0
N,F,5.5,10,1,1
Y,M,4,10,1,1
N,M,3,10,7,1
N,M,6,8,1,0
U,F,6,8,1,0
N,M,7,8,1,0
N,M,15,10,2,0
N,F,5,10,2,0
N,F,2,10,0,1
N,M,2,10,0,0
U,M,2,10,0,0
U,M,2,10,0,0
N,M,5,10,10,0
U,Q,15,10,2,1
N,M,1,10,0,1
N,M,1,10,0,1
N,F,1,10,0,1
N,F,7,10,3,1
N,F,4.5,10,2,0
N,F,1.2,10,0,1
N,F,13,10,3,1
N,F,2.5,10,1,1
N,M,2.56,10,5,1
N,M,12.73,10,3,0
N,M,11.35,10,1,1
N,F,4.54,10,1,0
N,F,12,10,2,0
N,M,15.5,10,3,0
U,M,7.2,10,2,1
N,M,11.5,10,2,1
U,F,1.5,10,6,1
U,M,8,10,0,1
N,F,1,10,0,1
N,F,1,10,0,1
N,F,1,10,0,1
N,M,1,10,0,1
N,M,15,14,4,0
N,M,1.5,10,0,0
Y,M,8,10,3,1
U,F,9,10,0,1
U,F,25,10,4,0
N,F,3,10,1,1
N,F,3,10,9,1
N,F,4.1,10,10,1
N,M,3.5,10,7,1
N,M,3,10,4,1
N,F,5.3,10,1,1
N,F,6.8,10,3,1
U,F,6.8,10,4,0
N,F,1.5,10,0,1
N,F,2.35,7,0,1
N,M,2.76,7,0,1
U,M,25,10,5,1
U,F,13,10,5,0
N,M,2,10,0,1
U,F,2,10,0,1
N,M,5,10,0,1
N,M,5.38,10,3,0
N,M,6.5,10,0,1
N,F,4,10,0,0
N,F,2,10,0,0
U,F,3.5,10,3,1
N,F,27.85,10,4,0
N,M,0.98,10,0,1
N,F,1.2,10,0,1
N,M,50,10,3,1
U,F,9,10,3,0
N,F,12.5,10,3,0
N,M,30,10,0,1
N,F,7,10,1,0
N,F,4,15,1,0
N,M,4,15,1,0
N,M,3.1,10,3,1
U,M,5,10,2,1
U,M,0.1,7,0,1
U,M,0.1,7,0,1
N,M,6,10,1,1
Y,M,2.3,10,1,1
N,M,10.35,10,1,0
U,F,1.6,10,0,1
N,M,15.7,10,2,0
N,F,5.2,10,0,0
U,M,0.5,10,0,0
U,F,15,10,2,0
U,F,4,10,3,1
N,M,4,10,0,0
N,F,5.2,11,0,1
U,Q,22,8,1,1
U,F,8,8,0,0
U,M,8,8,0,0
N,F,6,11,3,1
N,F,4,11,3,1
N,F,1.9,11,0,1
N,M,1.9,11,0,1
N,F,2,11,0,1
N,M,4,11,1,1
N,F,1.2,11,0,1
N,M,1.2,11,0,1
N,M,20,9,0,1
N,Q,3,9,1,0
N,M,0.7,11,0,1
N,F,2.1,11,0,1
N,F,1.74,11,0,1
N,M,1.58,11,0,1
N,M,1.32,11,0,1
N,M,2.32,11,0,1
N,M,2.48,11,0,1
N,F,20.33,10,5,0
N,F,18.25,10,3,0
N,M,2.5,11,2,1
N,M,17,11,2,1
U,F,6.8,10,0,0
U,F,4.6,10,7,1
U,F,3,10,2,1
N,M,1.5,10,0,1
U,M,3,10,6,1
N,M,3,7,0,1
N,M,4,7,1,0
N,F,5,7,1,0
N,F,4,7,1,0
N,F,4,7,0,1
N,M,5,10,0,1
N,M,20,10,0,1
N,M,7,10,0,1
U,F,7,7,3,0
N,M,5,10,0,1
U,M,8,10,3,0
U,F,1.3,10,0,1
U,F,1.3,10,0,0
U,F,1.7,10,0,0
U,F,6.3,10,3,0
N,M,7.7,10,6,0
U,F,5,10,2,1
N,M,1,10,4,1
U,F,3.2,10,0,1
N,M,10.5,10,1,1
N,M,2.5,10,3,1
N,M,2.3,10,2,1
U,F,8.8,7,1,0
N,M,20,9,2,0
N,F,10,9,2,1
U,Q,15,11,2,0
Y,M,8,11,3,1
N,F,4,10,2,0
N,M,8,10,3,0
N,F,6,10,0,0
N,M,4.3,9,1,0
N,F,5.5,9,1,0
N,F,7.9,9,3,0
N,F,1.2,9,0,1
N,M,7.8,9,3,1
Y,M,8.2,9,4,1
N,F,4.2,9,0,1
N,M,7.8,9,1,1
N,F,2.9,9,0,1
N,M,1.3,9,0,1
N,F,3,10,0,1
N,M,18,10,2,0
N,M,6.3,10,1,1
N,F,9,10,2,0
N,M,4,10,0,1
N,M,3,10,0,1
N,M,25,10,5,0
N,F,1.5,10,0,1
N,F,1.5,10,0,1
N,F,1.5,10,0,1
N,M,1,10,0,1
N,M,1,10,0,1
N,F,1,10,0,1
N,F,0.3,10,0,1
N,F,0.3,10,0,1
N,F,0.3,10,0,1
N,F,6,10,2,1
N,F,2,10,0,1
N,F,1.2,10,0,1
N,M,1,10,0,1
N,M,5,10,2,1
N,M,5,10,2,1
N,F,4,10,1,1
N,M,12,10,1,1
N,M,5.6,10,1,0
N,F,1.2,10,0,1
N,F,1.4,10,0,1
N,M,1.3,10,0,1
N,M,1.4,10,0,1
N,F,1.4,10,0,1
N,M,1.3,10,0,1
N,F,3.8,10,0,1
N,F,5.4,10,1,1
N,F,21,10,2,0
N,M,5,10,2,1
N,M,10,10,1,1
U,F,15,10,3,1
U,F,5,10,3,0
N,M,35,10,3,1
N,M,0.7,10,1,1
N,M,0.9,10,1,1
N,M,0.7,10,1,1
N,F,0.7,10,1,1
N,F,7,10,1,1
N,M,0.8,10,1,1
N,F,7,10,3,1
N,M,6,10,1,0
N,F,5.25,10,7,1
N,M,9,9,2,0
N,F,1,9,1,0
N,F,1,9,1,0
N,F,1,9,1,0
N,F,1,9,1,0
N,M,1,9,1,0
N,F,7,14,3,0
N,F,5,11,2,0
N,F,2,12,0,1
U,M,3,12,0,0
N,M,20,10,2,0
N,F,7.5,10,0,0
N,M,10.7,10,0,0
U,M,16,10,1,0
N,F,1.9,10,0,0
N,M,3,10,0,0
N,F,3,10,0,0
N,F,4.5,10,0,0
N,F,5.1,10,0,0
N,M,9,10,0,0
N,M,10,10,0,0
N,M,13,10,0,1
N,M,13,10,0,0
U,F,5,10,9,0
U,F,5,10,4,1
U,M,15,10,5,0
