kindNum,sexCd,weight,noticeDays,processState
114,Q,7,10,0
114,F,1.72,10,0
114,F,1.67,10,0
114,M,2.4,10,0
114,F,1.9,10,1
114,M,2.34,10,0
38,M,5.4,13,0
135,F,18,10,1
114,M,15.3,7,0
128,M,5,10,1
114,F,6,11,0
114,M,12,14,0
114,F,9,10,0
114,M,2,10,0
114,M,3,15,0
114,F,1.6,10,1
114,F,3.1,10,1
67,M,24,10,0
128,F,4.32,10,0
114,F,4.3,10,0
123,F,4.7,10,1
114,F,8.5,10,0
114,M,10,10,0
114,F,3,10,0
114,M,10.8,10,0
114,F,3.5,10,0
114,F,3.7,10,0
114,M,4.2,10,0
114,F,4.3,10,0
114,M,4.5,10,1
114,F,14.5,10,1
114,M,12.3,10,1
114,F,8,10,1
114,M,17,10,0
114,F,5.2,10,0
114,F,9.9,10,0
114,F,8.5,10,0
114,F,4.5,10,1
114,M,5.3,10,0
114,F,16.3,10,0
114,M,7.3,10,0
114,F,3.9,10,0
114,M,4,10,0
114,M,5.5,10,0
114,M,6.5,10,0
114,M,3,10,1
114,F,3,10,1
114,F,3,10,1
114,F,8,10,1
114,F,8,10,0
128,F,3,10,1
114,M,3,10,0
114,F,3,10,1
114,F,3,10,1
114,M,28,10,0
128,M,4.3,10,1
67,F,15,7,0
114,M,3,7,0
114,M,3,7,0
114,F,3,7,0
114,M,3,7,1
114,F,3,7,0
114,F,3.6,7,0
114,F,5,10,1
123,F,8,10,1
32,F,4.5,10,1
114,F,8,10,0
114,M,8,10,0
114,M,12,10,1
114,M,7.1,10,0
128,M,4.5,10,0
114,M,15.76,10,0
67,F,10.46,10,0
67,F,6.88,10,0
114,M,20,10,0
114,F,15,10,0
114,F,1.8,10,1
114,F,1.6,10,0
114,F,2,10,0
114,M,5.7,10,1
114,M,5.8,10,0
114,M,2.4,10,1
#N/A,M,17,7,1
128,M,2.9,7,1
128,M,4.5,10,1
114,F,10,10,1
114,F,18,10,1
114,F,2,10,1
114,M,2,10,1
128,M,7.8,10,0
114,F,20,10,0
114,M,4.7,10,1
114,F,2,10,0
114,F,8,14,0
114,F,5.2,11,1
72,M,3,11,1
114,M,20,11,0
114,M,17,11,0
114,M,12,11,0
114,F,7.8,11,0
114,F,6,11,1
114,M,1,11,1
114,F,1,11,1
114,F,1,11,1
114,M,1,11,1
114,M,4,11,1
114,F,4,11,0
114,F,2,11,0
114,M,2,11,0
114,F,6,11,0
72,M,4.4,11,1
114,F,10,11,0
69,M,18,11,1
114,F,7,11,0
114,M,1.2,11,1
114,F,10,7,0
67,F,16,11,0
114,M,14,11,1
114,M,4,11,0
101,F,3.2,11,1
72,M,7.3,11,1
69,F,14.5,11,1
72,F,2.8,11,1
114,F,0.79,11,1
114,M,0.84,11,1
114,M,2,11,0
114,M,2,11,0
114,F,2,11,1
101,M,5,11,0
108,F,10.5,11,1
114,F,9,11,0
67,F,3.5,11,1
50,F,7.5,11,1
54,M,12,11,1
114,F,4,11,1
114,M,8,11,0
128,M,4,11,1
114,M,4.5,11,1
146,F,4,11,1
114,F,6,11,1
114,F,2.2,11,1
114,F,2.4,11,1
114,F,2.3,11,1
114,M,2.4,11,1
114,M,2.2,11,1
114,M,8.3,11,1
114,F,2.8,11,0
114,M,3.5,11,0
114,M,23,11,1
72,M,3.6,11,1
72,M,3.7,11,1
128,M,2.1,11,1
114,M,4,11,1
114,M,1.2,11,1
122,M,24,11,0
1,F,4.2,11,1
1,F,4,11,1
1,F,3.85,11,1
114,F,8,11,1
114,F,2.5,11,1
114,F,7,11,1
114,F,20,11,1
114,M,4,11,1
114,M,4,11,1
114,F,4,11,1
114,F,4,11,1
114,M,4,11,1
114,F,4,11,1
114,F,4,11,1
101,F,5.9,11,0
114,M,1.11,11,0
114,M,1.6,11,0
114,F,1.78,11,0
114,F,1.43,11,0
124,F,2.18,11,0
72,F,6,11,1
114,F,5,11,0
128,F,3.5,11,1
115,F,10,11,0
115,F,10,11,0
115,M,10,11,0
115,F,10,11,0
115,M,10,11,0
114,F,4,15,0
114,M,5,10,0
114,F,7,10,1
114,F,8,10,0
128,M,3.68,10,1
114,M,1.5,10,1
114,F,1.5,10,1
114,F,1.5,10,1
72,M,3.3,21,1
114,M,7,9,0
114,F,3.9,7,0
114,F,13,10,0
103,F,20,10,1
114,M,2.4,10,0
114,M,4.4,10,0
114,F,3.3,10,0
114,F,4,10,1
72,F,2,10,1
128,M,3.3,7,0
50,F,2.8,11,1
114,F,11,11,0
114,F,16.5,11,0
114,M,1.5,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,F,1.5,11,0
114,F,13,11,0
114,M,20,11,0
114,M,5.9,7,1
50,M,8,11,1
114,M,5.5,11,0
114,M,6,11,0
114,F,15,11,1
114,F,2.5,11,0
114,M,2.5,11,0
114,M,2.5,11,0
114,M,25,7,0
114,F,4,7,0
114,F,3,7,0
125,F,6,11,1
72,M,3.5,11,1
114,F,3,7,0
114,F,3,7,0
114,F,3,7,1
114,F,3,11,0
114,M,3,11,0
114,M,3,11,0
114,F,1.5,11,1
69,M,38,11,1
114,F,8,11,1
114,M,12,11,1
114,M,12,11,0
114,F,3,11,0
67,F,14,11,0
67,M,16,11,1
114,F,12,11,0
114,M,8,11,0
114,M,3,11,1
114,F,7.2,7,0
114,F,7.6,7,0
114,M,16,7,0
114,M,15,7,0
114,F,7.5,7,0
114,F,19,11,0
114,F,2.8,11,1
114,F,2.9,11,1
114,M,16.2,11,0
67,F,12,11,0
114,M,5,11,1
114,F,4,11,0
114,F,6.2,11,0
60,M,3.5,11,1
114,F,2.6,11,0
114,F,4.6,11,0
18,F,6.2,11,1
114,F,18,11,0
114,F,3,12,0
114,F,1,14,1
114,M,7,12,0
114,Q,1,8,1
128,M,5,8,1
114,F,18,8,1
114,F,1,12,0
114,F,1,12,0
114,F,1,12,0
114,F,1,12,0
114,F,1,12,0
114,F,1,12,0
114,M,1,12,0
114,F,6,12,0
113,F,3.5,12,1
114,F,2,10,1
114,F,2,10,1
114,M,2,12,1
114,F,2.5,12,1
114,F,2,12,0
114,F,6,12,0
114,M,3,12,0
114,F,3,12,0
114,M,3,12,0
205,F,8,12,1
50,M,10,12,1
128,F,3.5,9,1
67,M,15,9,0
114,F,1,9,0
99,M,12,8,1
114,M,2,12,0
114,M,15,9,1
114,F,4,12,0
114,M,5,12,0
114,M,2,12,0
128,M,6,12,1
67,F,14.8,12,1
114,M,20,8,0
114,F,2,12,1
114,F,20,12,0
114,F,2.5,12,1
114,M,14,12,1
128,M,4.4,12,1
103,M,15,12,1
114,F,3.92,12,1
128,M,3.42,12,1
114,F,22,12,0
114,M,7.6,12,0
72,F,4,12,1
114,M,5.2,12,1
128,F,2.6,12,1
72,F,3.5,12,1
114,M,17,12,1
114,M,14.5,12,1
108,M,7.1,8,1
114,M,7,12,0
114,M,3,12,1
114,M,3.5,12,1
128,M,5.5,12,1
114,M,3.45,12,0
101,F,3,12,1
114,M,1,12,1
114,M,2.5,12,1
114,M,2.5,12,1
114,F,2.5,12,1
114,M,10,8,0
72,F,2.5,10,1
114,M,1.4,10,1
114,F,13,10,0
114,F,5,10,0
114,M,18,10,0
124,F,9,10,1
114,F,4,15,0
114,F,9,11,1
103,M,23,11,1
114,F,12,11,0
114,F,8,11,0
114,F,8,11,0
114,M,8,11,1
89,F,3.7,11,1
85,M,1.5,11,0
128,M,2.6,11,0
114,F,12.8,12,0
114,F,4.2,12,0
72,M,4.2,12,1
114,F,4.2,12,0
114,M,7,12,1
114,M,5,12,1
114,M,5.5,12,1
114,M,16,12,0
114,F,5.7,12,0
114,M,6.2,12,0
114,F,5.8,12,0
114,F,9,12,0
114,F,15,12,0
114,M,4,12,0
114,F,3,12,0
114,F,4,12,0
114,F,3.7,12,0
114,F,8,12,0
50,F,7,12,1
114,M,6,12,1
114,M,10,9,1
114,F,8,9,0
114,F,10,9,0
114,M,2.59,12,0
114,F,5,12,0
114,F,15,12,1
72,F,2,12,1
69,M,27,12,1
114,F,7.5,12,0
114,F,3,12,0
114,F,3,8,0
114,F,3,8,0
114,F,7,9,1
114,M,3,9,1
114,M,3,9,0
114,F,7,9,1
114,M,4,9,1
114,F,7,9,1
114,M,3,12,1
67,M,5,12,1
114,M,15,12,0
114,F,0.8,12,1
114,F,0.8,12,1
114,M,1.6,12,1
114,F,6.68,9,1
114,M,8.84,9,0
114,M,4.67,9,0
114,M,5.55,9,0
114,F,8.8,12,0
114,F,20,12,0
114,F,5.4,12,0
114,F,4.5,12,0
114,F,6,12,0
30,F,5.9,12,1
114,M,8.2,12,0
114,M,3.6,12,1
114,M,4.9,12,1
114,M,5,12,0
32,M,4,15,1
114,F,6.7,15,0
72,F,2.2,15,0
114,F,6,15,0
114,M,6.5,12,0
114,M,3.4,12,0
128,F,2.8,12,1
114,M,6.4,12,0
114,M,7.6,10,0
114,M,4.8,10,0
114,F,3.5,10,0
114,F,4,10,0
114,M,2,14,0
67,M,12,14,0
114,F,2,14,0
114,F,2,14,0
114,M,2,14,0
114,F,6,14,0
114,F,8,14,0
114,F,3,7,0
114,F,2.5,7,0
67,M,18,10,0
114,M,16.2,10,0
114,F,10,10,0
114,M,16,10,0
114,M,15,10,1
114,F,3.5,10,1
114,F,3,10,1
72,F,3,7,1
114,F,4,10,0
114,M,2.5,10,1
32,F,2.5,10,1
114,M,30,14,0
114,F,20,14,0
114,F,3,10,1
114,F,3,10,1
114,M,3,10,1
114,M,3,10,1
114,M,3,10,1
114,M,25,10,0
72,F,4,9,1
32,M,3,9,1
114,M,0.8,10,1
114,M,2,7,0
114,M,2,7,0
114,F,7,7,0
114,F,0.8,10,1
114,M,5,10,1
126,M,10,10,1
114,M,5.8,10,1
114,M,6.5,10,0
114,M,3,10,0
114,F,5,10,0
114,Q,2.3,10,1
114,Q,2.3,10,1
114,Q,2.2,10,1
114,Q,2,10,1
114,M,12,10,1
128,M,5,10,0
114,F,10,10,0
114,M,15,10,0
128,F,4.6,10,1
101,M,6.2,10,1
114,F,7.46,10,1
114,M,3,10,1
114,F,20,13,0
114,F,10,13,1
72,F,4.2,10,1
128,F,3.2,10,1
114,F,2,10,1
114,M,2.1,10,1
114,M,2.2,10,1
114,M,2.6,10,1
114,F,2,10,1
114,F,10.5,10,1
114,M,7.3,10,1
114,M,5.3,10,1
89,F,3.6,10,1
114,M,2.8,10,1
114,M,3.2,10,1
114,M,3.4,10,1
114,F,3,10,1
128,M,1.8,10,1
124,M,10.3,10,1
114,F,20,10,0
114,M,8,10,1
89,F,6.5,10,1
114,F,3,10,0
128,M,5,10,1
67,M,23,10,0
#N/A,M,4,10,1
114,F,25,10,0
114,F,3.4,10,1
114,F,5,10,0
114,F,5,10,0
114,F,2,10,0
114,M,2,10,0
54,F,7,10,1
114,M,6,11,0
114,F,10,14,0
114,F,15,10,0
89,M,4.5,10,1
72,M,2,11,1
114,F,5,15,0
72,F,4,12,1
114,M,15,12,1
114,M,15,12,0
114,F,2,12,1
114,F,1,12,0
114,M,2.2,10,0
114,F,1.8,10,0
114,M,3.6,10,0
114,F,21,10,0
114,M,4.5,10,0
114,F,11.5,10,0
50,M,14,10,1
114,M,15,10,0
114,M,21.3,10,0
114,F,13,10,0
114,F,14,10,0
114,F,13.1,10,0
114,M,1.7,10,1
114,M,2.3,10,1
114,M,2.3,10,1
114,M,2.7,10,0
114,F,2.7,10,0
114,F,2.7,10,0
114,F,13.9,10,0
114,F,15.3,10,0
114,F,5,10,1
72,M,3,10,1
114,M,6,10,1
114,F,3.5,10,0
114,M,4,10,0
89,M,3.2,10,1
32,M,2.5,10,1
114,M,15,7,0
114,F,20,7,0
114,M,2,7,1
114,F,2,7,1
114,M,2,7,1
114,M,2,7,1
114,M,20,10,0
56,M,35,10,1
114,F,19.4,10,0
114,M,9.3,10,0
114,M,18,10,0
114,M,16,10,0
114,M,14.3,10,0
114,M,13,10,0
18,M,7.2,10,1
114,F,4.4,10,0
114,M,1.6,10,0
114,F,11,10,0
114,M,7.6,10,0
114,M,10.1,10,1
50,F,6.7,10,1
114,F,2.1,10,0
114,M,1.9,10,0
114,F,6.1,10,0
114,Q,1.2,10,0
114,F,9.2,10,0
114,F,20,10,0
128,F,4.5,10,1
114,M,3.2,10,1
114,M,15,10,0
50,F,10,10,1
67,M,20,10,0
108,F,8,10,1
108,M,8,10,1
114,M,15,10,0
128,M,4.7,10,1
96,F,5.3,10,1
72,F,2.7,10,0
114,F,6.2,10,0
128,M,5.8,10,1
114,F,6,10,0
114,M,3.5,10,1
114,M,8.7,7,0
114,F,1.3,10,1
113,M,2.1,10,1
114,F,1.4,10,1
114,F,9,10,0
114,M,13,10,1
114,F,3,10,1
114,M,3,10,1
72,M,5,10,1
114,Q,1,7,1
114,F,15,7,1
114,F,1,10,0
114,F,1,10,0
114,F,1,10,0
114,M,1,10,0
114,M,1,10,0
114,F,5,10,0
114,F,1,10,0
114,F,1,10,0
114,F,1,10,0
114,M,1,10,0
114,F,8,10,0
114,F,5,10,0
126,M,25,10,0
114,F,3.5,10,0
125,F,7,10,1
114,F,1.5,10,1
18,M,6,10,1
114,M,2.6,14,0
114,F,2.5,14,0
114,M,2.5,14,0
114,F,2.5,14,0
114,M,2.7,14,0
114,M,2.7,14,0
114,M,3,14,1
114,F,13,10,0
114,F,2,10,1
114,F,9.3,10,1
114,M,1.3,10,0
114,F,1.1,10,1
114,M,1.2,10,0
114,F,1.1,10,0
114,M,1.2,10,1
114,M,1.2,10,1
114,F,1.2,10,1
128,F,4.2,10,1
114,M,25,10,1
114,M,3,10,1
114,F,7,10,1
114,F,4,10,0
114,F,25,10,0
54,F,8,10,1
72,F,1.8,10,1
114,F,4,10,1
114,M,7,10,0
114,F,5.8,7,1
114,F,4,10,1
114,M,4,10,1
114,F,3,10,1
114,F,4,10,1
114,M,6,10,1
114,F,7,10,1
114,M,2,10,1
114,F,2,10,1
114,M,2,10,1
114,F,8,10,1
101,F,5.5,10,0
114,F,4,10,0
72,F,4,10,0
114,F,4,10,0
114,M,5,10,0
114,Q,6,10,0
114,F,7,10,0
114,F,5.5,10,1
128,M,4,10,1
72,M,3,10,1
114,M,6,8,0
114,F,6,8,0
114,M,7,8,0
114,M,15,10,0
114,F,5,10,0
114,F,2,10,1
114,M,2,10,0
114,M,2,10,0
114,M,2,10,0
114,M,5,10,0
114,Q,15,10,1
114,M,1,10,1
114,M,1,10,1
114,F,1,10,1
125,F,7,10,1
101,F,4.5,10,0
114,F,1.2,10,1
20,F,13,10,1
72,F,2.5,10,1
89,M,2.56,10,1
114,M,12.73,10,0
22,M,11.35,10,1
72,F,4.54,10,0
67,F,12,10,0
114,M,15.5,10,0
114,M,7.2,10,1
50,M,11.5,10,1
72,F,1.5,10,1
114,M,8,10,1
114,F,1,10,1
114,F,1,10,1
114,F,1,10,1
114,M,1,10,1
114,M,15,14,0
114,M,1.5,10,0
18,M,8,10,1
114,F,9,10,1
114,F,25,10,0
72,F,3,10,1
89,F,3,10,1
72,F,4.1,10,1
89,M,3.5,10,1
114,M,3,10,1
114,F,5.3,10,1
114,F,6.8,10,1
114,F,6.8,10,0
89,F,1.5,10,1
114,F,2.35,7,1
114,M,2.76,7,1
114,M,25,10,1
114,F,13,10,0
114,M,2,10,1
114,F,2,10,1
114,M,5,10,1
72,M,5.38,10,0
114,M,6.5,10,1
114,F,4,10,0
114,F,2,10,0
101,F,3.5,10,1
54,F,27.85,10,0
114,M,0.98,10,1
114,F,1.2,10,1
106,M,50,10,1
114,F,9,10,0
114,F,12.5,10,0
146,M,30,10,1
114,F,7,10,0
114,F,4,15,0
114,M,4,15,0
72,M,3.1,10,1
114,M,5,10,1
114,M,0.1,7,1
114,M,0.1,7,1
114,M,6,10,1
60,M,2.3,10,1
114,M,10.35,10,0
114,F,1.6,10,1
114,M,15.7,10,0
114,F,5.2,10,0
67,M,0.5,10,0
67,F,15,10,0
114,F,4,10,1
124,M,4,10,0
114,F,5.2,11,1
115,Q,22,8,1
114,F,8,8,0
128,M,8,8,0
114,F,6,11,1
107,F,4,11,1
114,F,1.9,11,1
114,M,1.9,11,1
114,F,2,11,1
114,M,4,11,1
114,F,1.2,11,1
114,M,1.2,11,1
96,M,20,9,1
114,Q,3,9,0
114,M,0.7,11,1
114,F,2.1,11,1
114,F,1.74,11,1
114,M,1.58,11,1
114,M,1.32,11,1
114,M,2.32,11,1
114,M,2.48,11,1
35,F,20.33,10,0
114,F,18.25,10,0
72,M,2.5,11,1
20,M,17,11,1
114,F,6.8,10,0
114,F,4.6,10,1
114,F,3,10,1
32,M,1.5,10,1
72,M,3,10,1
114,M,3,7,1
114,M,4,7,0
114,F,5,7,0
114,F,4,7,0
114,F,4,7,1
128,M,5,10,1
54,M,20,10,1
114,M,7,10,1
114,F,7,7,0
114,M,5,10,1
128,M,8,10,0
114,F,1.3,10,1
114,F,1.3,10,0
114,F,1.7,10,0
114,F,6.3,10,0
114,M,7.7,10,0
124,F,5,10,1
114,M,1,10,1
114,F,3.2,10,1
108,M,10.5,10,1
89,M,2.5,10,1
89,M,2.3,10,1
114,F,8.8,7,0
114,M,20,9,0
114,F,10,9,1
114,Q,15,11,0
123,M,8,11,1
114,F,4,10,0
114,M,8,10,0
114,F,6,10,0
114,M,4.3,9,0
114,F,5.5,9,0
114,F,7.9,9,0
67,F,1.2,9,1
125,M,7.8,9,1
125,M,8.2,9,1
13,F,4.2,9,1
13,M,7.8,9,1
114,F,2.9,9,1
114,M,1.3,9,1
114,F,3,10,1
67,M,18,10,0
128,M,6.3,10,1
114,F,9,10,0
114,M,4,10,1
114,M,3,10,1
114,M,25,10,0
114,F,1.5,10,1
114,F,1.5,10,1
114,F,1.5,10,1
114,M,1,10,1
114,M,1,10,1
114,F,1,10,1
114,F,0.3,10,1
114,F,0.3,10,1
114,F,0.3,10,1
114,F,6,10,1
114,F,2,10,1
114,F,1.2,10,1
114,M,1,10,1
114,M,5,10,1
114,M,5,10,1
128,F,4,10,1
114,M,12,10,1
72,M,5.6,10,0
114,F,1.2,10,1
114,F,1.4,10,1
114,M,1.3,10,1
114,M,1.4,10,1
114,F,1.4,10,1
114,M,1.3,10,1
114,F,3.8,10,1
114,F,5.4,10,1
114,F,21,10,0
72,M,5,10,1
114,M,10,10,1
20,F,15,10,1
114,F,5,10,0
54,M,35,10,1
114,M,0.7,10,1
114,M,0.9,10,1
114,M,0.7,10,1
114,F,0.7,10,1
114,F,7,10,1
114,M,0.8,10,1
114,F,7,10,1
114,M,6,10,0
32,F,5.25,10,1
114,M,9,9,0
114,F,1,9,0
114,F,1,9,0
114,F,1,9,0
114,F,1,9,0
114,M,1,9,0
114,F,7,14,0
114,F,5,11,0
114,F,2,12,1
114,M,3,12,0
67,M,20,10,0
114,F,7.5,10,0
114,M,10.7,10,0
114,M,16,10,0
114,F,1.9,10,0
114,M,3,10,0
114,F,3,10,0
114,F,4.5,10,0
114,F,5.1,10,0
114,M,9,10,0
114,M,10,10,0
114,M,13,10,1
114,M,13,10,0
114,F,5,10,0
114,F,5,10,1
69,M,15,10,0
69,M,15,10,0
89,M,3,10,1
114,M,3.7,10,1
114,M,3.5,10,1
114,F,23,10,0
114,M,5,10,1
128,M,1.5,10,1
122,M,25,10,0
114,F,7,10,1
101,M,4.48,10,1
114,M,5,10,1
72,M,2,10,1
114,M,1,10,1
114,F,1,10,1
114,M,1,10,1
114,M,1,10,1
114,F,15,10,1
114,F,4,10,0
114,F,4.5,10,0
114,M,15,10,0
90,M,6,10,1
72,M,4.9,10,0
114,F,7,10,0
72,F,3,10,1
22,F,1.2,10,1
114,F,8.2,10,0
114,M,16,10,0
114,F,6.1,10,0
114,F,6,14,0
114,F,0.5,14,0
114,F,0.5,14,0
114,F,0.5,14,0
114,F,0.5,14,0
114,F,0.5,14,0
114,M,2,14,0
114,F,2,14,0
114,F,3,10,0
114,F,3,10,0
114,F,2.4,10,1
114,M,5,10,0
114,M,8,10,0
114,F,10,10,0
114,F,5,10,1
114,F,2,7,1
114,F,3,7,1
114,F,5,10,0
114,M,8,10,0
114,M,8,10,0
114,F,7,10,0
114,F,5,10,0
114,M,8,10,0
114,F,10,10,0
114,F,15,10,0
114,M,15,10,0
114,F,8,10,0
114,F,8,10,0
114,M,8,10,0
114,M,8,10,0
114,M,8,10,0
114,M,8,10,0
114,F,20,10,0
114,M,8,10,0
114,M,8,10,0
114,M,10,10,0
114,M,17,10,1
114,M,10,10,0
54,F,20,11,1
87,M,8,10,1
114,F,1.2,7,0
114,F,1.1,7,0
114,M,1.2,7,1
114,M,1.1,7,1
114,M,1.1,7,1
114,M,1.2,7,1
114,M,1.2,7,1
114,M,6,10,1
114,F,3,10,1
67,M,20,10,0
114,M,11,10,0
114,F,11,10,0
108,F,10.3,10,1
155,F,12,10,1
114,F,7.5,10,1
114,F,12.58,10,0
114,M,6.59,10,0
67,F,18.62,10,0
67,M,18,10,0
124,F,5.3,10,1
77,M,5,13,0
114,M,6.7,13,0
114,F,20,13,1
114,F,1.5,10,0
114,M,9,10,0
114,F,18,10,0
114,F,4,10,1
114,M,3,10,1
128,M,2,10,1
114,F,5,10,1
72,F,3.9,7,1
77,M,4.8,10,0
128,M,1,10,1
128,M,6.5,10,1
89,M,3,10,1
101,F,5.5,10,1
128,F,5.42,10,1
114,F,1,9,0
114,F,7,9,0
114,F,1,9,0
114,M,1,9,0
114,M,1,9,0
114,F,1.5,11,0
114,F,1.7,11,0
114,F,2.5,11,0
128,F,4,11,1
114,F,8,12,0
114,F,15,12,0
128,M,3,10,1
114,M,17,10,1
114,F,2,10,1
36,F,18,10,1
114,F,3,7,1
114,F,3,7,1
114,F,3,7,1
114,M,3,7,1
114,M,5,7,0
114,F,4,7,1
114,Q,4,10,1
101,M,8,10,0
114,F,4,15,0
72,F,3.5,10,1
72,M,3.5,10,1
114,M,8.5,10,0
114,F,11.8,10,0
54,F,27,10,1
114,M,8.8,10,0
114,F,5.5,10,0
72,M,4,10,1
114,F,12,10,1
67,M,16,10,1
114,M,1,10,0
114,M,3,10,0
114,F,1.5,10,0
114,F,6,10,0
114,M,5,10,0
114,M,5,10,0
114,F,10,10,0
114,M,3.4,10,1
114,M,3.4,10,1
126,M,17,11,1
101,M,7,11,0
72,F,6,11,1
114,M,8,10,0
114,M,8.82,10,0
114,M,5.68,10,0
114,F,10.45,10,0
72,M,4.86,10,1
114,M,1.6,10,1
114,M,1.9,10,1
114,M,2.3,10,1
114,F,1.8,10,1
114,F,5,10,0
114,M,20,10,0
114,F,1.4,10,1
114,M,10.5,10,0
114,F,1.4,10,1
114,F,1.5,10,1
114,F,10,10,0
114,F,1.4,10,1
114,M,21,10,0
100,M,9,7,1
67,M,20.2,7,0
32,M,2,10,1
114,F,2,10,1
114,F,1.8,10,1
114,F,9,10,0
114,F,15,10,0
32,F,3.4,10,0
114,F,5.65,10,0
114,F,2,10,0
99,M,10,10,1
114,M,8.9,10,0
114,F,2.1,10,0
114,M,2.5,10,1
114,F,2.1,10,0
114,F,2.1,10,0
114,M,2.5,10,1
77,F,4.4,10,0
77,M,5.6,10,0
114,M,4,14,1
114,F,6.8,7,1
114,F,7.2,7,1
114,F,7,7,1
114,F,5.5,7,1
96,M,15,11,1
114,M,4.7,11,0
114,M,21.5,11,1
114,F,1,11,0
114,F,0.9,11,1
114,M,1.2,11,1
114,F,18.5,11,0
89,F,3,7,1
114,M,7,11,0
114,M,3,11,1
114,F,3,11,1
114,M,3,11,1
114,F,3,11,1
114,F,13,11,0
114,F,4,11,0
89,M,3.5,11,1
114,M,1.5,11,1
114,F,1.3,11,1
114,M,1.5,11,1
114,M,1.5,11,1
114,F,0.7,11,1
114,M,0.6,11,1
114,F,0.8,11,1
114,M,0.7,11,1
114,F,12,11,0
128,F,8,7,0
27,M,18,11,1
72,M,4,11,1
114,F,7,11,0
114,M,3,11,0
114,F,3,11,0
114,M,3,11,0
114,F,3,11,0
114,F,3,11,0
114,M,3,11,0
114,F,2,10,0
114,F,2,10,0
114,F,2,10,0
114,M,2,10,0
114,M,2,10,0
122,F,26,11,1
114,F,4,11,0
114,M,4,11,0
114,F,4,11,0
114,M,8,11,0
108,F,12.5,11,1
128,F,2.5,11,1
114,M,5,11,1
114,F,4.3,11,0
114,F,4.5,11,0
128,M,8,11,1
114,F,1.1,11,1
114,M,2,11,1
114,F,2,11,1
124,F,7,11,1
114,M,7,11,0
50,F,8,11,1
114,M,4,8,0
57,M,16.8,11,1
114,M,3,11,0
114,F,3,10,0
114,M,3.5,10,1
114,M,15,10,0
72,M,6,7,0
114,F,1,11,1
114,F,4.7,11,1
114,M,5.7,11,0
114,F,11.5,11,1
114,F,15,11,1
114,M,7,11,1
114,F,10,11,1
114,M,7,11,0
114,F,14.5,11,0
105,M,12,11,1
114,F,3,11,1
108,M,2.9,11,1
77,M,7,11,1
114,F,5,11,1
114,M,13,11,1
89,M,3.1,11,1
114,F,9,11,0
90,M,1.5,11,1
72,M,3,11,1
114,M,3,12,1
114,M,10,10,0
114,M,13,10,0
124,M,5,10,1
114,M,16.5,10,0
114,M,8,10,0
114,F,3,10,1
114,M,3,10,0
114,M,3,10,0
114,M,4,10,1
114,M,1,10,1
114,F,20,10,1
114,M,8,10,0
114,F,3.6,10,0
114,M,10.3,11,0
114,F,4.2,11,0
114,M,5,11,1
114,M,5.7,11,0
114,F,1.5,11,0
114,M,1.5,11,1
114,M,1.5,11,0
114,F,3.8,11,1
114,F,11.5,11,0
114,F,5.7,11,0
114,F,4.5,11,0
114,F,6.5,11,0
114,M,4.5,11,0
124,M,8.5,11,1
114,M,5.8,11,0
114,M,18,7,1
114,M,1.4,7,1
114,M,20,11,0
101,M,5,11,1
54,M,25,11,0
125,F,5,11,0
114,F,4,11,1
69,F,23,11,0
114,M,6,11,1
128,M,7,11,1
114,M,6,15,0
114,F,4,15,0
114,M,5,11,1
114,M,9,11,1
114,M,3,7,0
72,M,2.62,7,1
114,F,7,11,0
22,F,9,11,1
69,M,20,11,1
114,M,7,11,0
114,F,11.5,11,0
114,F,14,11,0
114,M,9.2,11,0
114,F,18,11,0
60,F,4.2,11,1
69,F,15,11,0
114,M,1,11,1
114,F,1,11,1
114,F,1,11,1
18,M,6,11,1
114,M,17.2,11,0
114,F,10.48,11,0
72,M,3.5,11,1
103,M,28,11,1
67,M,10,11,0
108,M,8.3,11,1
114,F,9.5,11,0
114,M,28,11,0
72,F,2.4,8,1
114,F,6,14,0
114,M,6,14,0
72,F,4,14,0
128,M,4.2,12,1
114,M,4.5,12,0
114,M,5.3,12,0
114,F,2.2,12,1
114,F,2.4,12,1
114,M,2.3,12,1
114,M,2.3,12,1
114,F,10,12,0
114,F,11,7,0
114,F,7,12,1
114,F,7,10,0
128,F,10,14,0
114,F,5,14,0
114,F,7,14,0
114,F,3.5,14,0
114,M,8,14,0
32,F,3.2,12,1
114,M,2,9,1
114,F,6,7,0
114,Q,1.5,7,0
114,M,9.4,7,0
114,M,25,9,1
114,F,30,9,1
114,F,10,9,1
128,F,3,12,1
114,M,7,12,0
114,F,1,12,0
114,M,1,12,0
114,F,1,12,0
114,M,1,12,0
114,F,1,12,0
114,F,2.5,12,1
128,F,3,12,1
155,M,15,12,0
122,F,25.8,12,1
32,M,3,12,0
114,M,8,12,0
114,F,4,12,1
114,F,3,12,1
114,M,6,12,0
72,M,7,12,0
114,F,4.8,7,1
114,F,1,7,1
114,F,15,12,1
114,F,1.5,12,1
114,M,3,9,1
114,M,3,9,1
114,M,7,12,1
114,F,3.89,12,1
103,M,22,12,1
114,F,1.4,12,1
114,F,1.5,12,1
114,F,1.4,12,1
114,F,3,12,1
114,M,14,12,0
114,F,0.4,12,1
114,F,0.4,12,1
114,F,0.4,12,1
114,F,0.4,12,1
114,F,8,12,1
114,M,1.9,12,1
114,M,1.7,12,1
