kindNum,neuterYn,sexCd,weight,noticeDays,age2,processState
114,N,M,3,10,0,1
114,U,F,4.9,10,8,0
128,U,F,4.6,10,4,0
114,N,M,1,10,0,1
124,N,M,7.8,10,4,0
72,U,F,3.1,10,10,0
128,N,M,2.8,10,1,0
114,N,M,5.5,10,0,1
128,N,M,4.1,10,3,0
72,N,M,3,10,3,0
114,U,F,12.3,10,1,0
124,N,M,7.9,10,3,1
72,Y,M,3.9,10,4,0
114,N,M,5.5,10,6,0
77,N,F,5,10,2,1
114,N,M,0.5,10,0,1
114,N,M,6,10,5,0
114,N,F,3,10,4,1
128,N,F,5,10,5,1
114,N,F,3.5,10,5,1
114,U,M,5,10,3,1
114,U,M,4,10,2,1
128,U,F,3,10,3,1
128,U,F,5,10,3,1
114,U,Q,4,10,0,0
114,U,Q,4,10,0,1
38,U,F,5,10,3,0
67,U,Q,8,10,3,1
114,N,F,0.4,10,0,1
114,N,M,3,10,1,1
114,N,M,0.8,10,0,1
72,U,M,3,10,1,1
114,N,F,15,9,3,1
114,N,F,5,10,2,0
67,U,M,13,9,3,0
114,N,M,8,10,2,0
38,U,M,7,10,0,1
50,N,M,11,10,2,1
115,N,F,10,10,1,0
114,N,F,6,10,1,0
46,N,F,10,10,2,0
72,Y,M,2.89,10,0,1
123,N,M,5.17,10,3,1
114,N,F,1.3,9,0,1
114,N,F,1,9,0,1
114,N,M,9,9,4,0
50,N,M,1.2,9,0,1
32,Y,M,2.6,9,1,1
114,N,M,1.5,9,0,1
72,N,M,3,9,1,1
113,Y,M,4,9,1,0
89,U,F,5,8,2,0
114,U,M,15,9,1,1
114,U,F,4.2,10,1,1
114,U,F,5.3,10,1,1
114,U,F,4.5,10,1,1
114,N,M,7.9,10,1,1
114,N,M,4,10,0,0
108,N,M,13,8,1,1
114,U,F,3,8,0,0
1,U,F,18,10,2,1
38,U,F,3,10,2,1
114,N,M,4,8,0,1
114,U,F,2,10,0,1
114,U,F,10,10,2,1
114,U,F,5,10,3,0
114,U,F,8,8,1,0
113,N,F,4,10,5,1
72,N,F,3.7,10,3,1
114,N,M,5,10,0,0
114,N,M,4,10,0,0
89,N,M,5.38,9,7,0
13,N,M,7.2,10,3,1
114,N,M,24.5,10,2,0
114,N,F,14.5,10,2,0
124,N,F,3.6,10,1,1
114,N,F,1.7,10,0,1
72,Y,M,2,10,3,1
72,Y,M,6.6,10,3,1
114,Y,M,4,14,2,1
128,N,M,3,14,1,0
124,N,M,7,14,1,1
87,N,F,4,10,1,1
13,N,F,6.8,10,1,1
114,N,M,5.4,10,2,0
54,N,F,18,10,4,1
114,N,M,11.2,10,1,1
54,Y,M,25,12,3,0
128,N,F,3.5,10,9,0
128,N,M,2.5,10,1,1
114,N,F,9,10,1,0
103,N,M,15,10,2,0
101,N,F,8.1,10,1,0
114,N,F,3.6,10,0,1
124,N,M,4,12,3,1
114,U,M,5,10,1,1
114,N,M,4.4,10,1,1
114,N,M,4.8,10,1,1
114,U,F,3.4,10,0,1
72,N,M,3.1,10,1,1
72,N,F,3,8,13,0
114,N,M,4,8,0,1
114,N,M,4.8,8,0,1
114,N,F,4.5,8,0,1
72,N,M,3,8,2,1
114,N,M,3.5,8,1,1
114,N,F,7.2,8,0,1
89,Y,M,3.2,10,4,1
114,N,M,4,10,1,1
128,Y,M,6,10,3,1
67,N,M,18,10,4,0
89,U,F,4,10,7,0
114,Y,M,6,10,3,1
128,Y,M,5.2,10,4,1
128,Y,M,5.3,10,5,1
50,N,M,11,10,3,1
128,Y,M,5,10,3,1
128,U,F,4,10,5,1
114,N,F,12,10,0,1
#N/A,N,M,6.34,10,4,1
67,N,F,12,10,1,1
128,N,M,6,10,7,0
114,U,F,3.5,10,1,0
114,N,F,1.8,10,0,1
89,U,F,2,10,2,1
67,N,M,3,10,0,1
114,N,M,13,11,2,1
67,N,F,15,10,2,0
114,N,M,4.3,10,0,1
146,U,F,20,11,2,1
72,N,F,4,9,4,0
114,N,M,2,12,0,0
113,N,F,1.72,12,15,1
114,N,F,5,15,2,1
67,N,F,10,15,2,1
114,U,M,6,10,4,0
101,U,M,4,10,5,0
101,U,M,4,10,5,1
128,U,M,7,10,4,1
128,U,M,4,10,5,0
89,U,M,3,10,3,1
32,U,M,3,10,5,0
114,U,F,5,10,0,0
114,N,M,4,10,0,1
124,N,M,5,10,5,1
114,U,F,10,10,3,1
38,Y,F,4.5,10,0,1
113,N,M,2.3,10,6,1
72,N,M,5,10,5,0
114,N,F,3,10,0,0
18,Y,M,5.8,10,4,0
114,N,F,5,10,1,0
114,U,M,38,9,3,0
128,Y,M,4.2,10,3,1
114,U,F,4.2,10,1,1
114,N,M,8.1,10,2,0
72,Y,M,3,10,5,0
72,U,M,4.5,10,3,0
114,N,M,7.2,10,1,1
114,N,M,16,9,2,0
114,U,M,6,9,1,0
125,N,M,7,9,7,0
114,N,M,12.81,9,1,1
72,N,M,4,15,3,1
114,Y,M,6,12,3,0
72,N,M,5,12,2,1
114,U,M,6,10,3,0
114,U,M,4.8,10,2,1
128,Y,M,4.5,10,1,1
67,U,F,17,12,3,1
67,U,M,15,10,2,1
72,U,M,3,11,4,1
67,U,F,19,12,2,1
128,N,F,2,12,1,1
72,Y,M,3.9,12,1,0
114,U,M,5,10,1,0
89,U,M,5,10,1,1
67,N,M,18,7,0,1
114,N,F,17,10,5,0
114,N,M,5.5,10,4,0
114,N,F,8,10,6,0
114,U,F,3,10,2,1
72,U,M,3,10,3,1
114,N,M,4.3,10,2,0
128,N,F,4,10,3,0
89,N,M,3,10,10,0
114,Y,F,5,10,0,1
114,N,F,1,10,0,1
114,N,F,1,10,0,0
114,N,M,8,9,3,0
128,U,F,4,9,4,0
77,U,F,2.5,10,1,1
128,U,F,5,10,6,0
114,U,M,8,9,1,1
114,U,M,2.87,9,1,0
114,U,M,3,9,1,0
114,N,M,4,10,1,1
114,N,M,5,10,1,1
114,N,M,5,10,0,0
128,N,M,4,10,0,1
114,N,F,6.2,10,3,0
128,U,M,3,10,3,0
72,N,M,5.4,10,1,1
114,N,M,3.6,10,0,1
128,N,M,2,10,0,1
72,N,M,2.3,10,0,1
108,N,M,9,10,6,1
114,N,M,6,10,0,0
108,N,M,7.3,10,2,0
114,N,M,15,10,0,0
72,Y,M,6,9,3,1
114,U,M,10,10,2,0
124,N,F,7.2,10,3,1
114,N,M,15,10,0,0
101,N,F,3.85,9,1,1
67,U,Q,15,10,4,0
114,N,M,20,10,2,0
114,N,F,1,10,0,1
114,N,M,1,10,0,1
114,N,M,7,10,1,1
113,N,M,1.55,10,10,1
114,N,F,2.4,10,0,1
114,N,F,18,10,2,0
114,U,F,12,8,2,1
113,Y,M,4,8,4,1
114,N,F,2,10,1,1
114,N,M,8,10,0,0
114,N,M,3,10,0,0
128,N,M,5.2,10,3,1
72,N,F,3.9,10,1,1
128,N,F,4,10,2,1
108,N,M,15,10,5,1
114,N,F,9,12,5,0
114,N,F,5,10,1,0
114,N,F,15,10,2,0
114,Y,M,3,10,3,1
128,U,F,3.5,10,6,1
128,N,M,3,10,3,1
114,N,M,5.2,10,2,1
72,N,F,3.5,10,5,1
114,U,F,4.2,10,1,0
114,U,M,3.7,10,0,0
128,U,M,3.7,10,1,0
13,N,M,10,10,1,1
114,N,F,12.2,10,5,1
114,N,M,7.5,10,1,1
72,Y,M,4,10,7,1
32,Y,M,4.3,10,1,1
114,N,M,25,10,6,0
32,U,F,3,10,3,1
114,U,M,2,10,2,0
114,U,F,5,10,0,0
114,U,F,5,10,2,0
32,U,F,3,10,5,1
114,U,M,6,10,2,0
101,N,F,5.2,10,5,1
114,U,M,5,10,2,0
42,U,F,10,10,0,1
114,N,F,4,10,3,1
114,N,F,4,10,3,0
114,N,M,9.42,10,2,0
101,Y,M,5.95,10,3,0
114,N,F,9.9,10,1,0
114,N,M,8,10,0,0
114,N,F,19,10,1,0
114,N,M,4.8,10,0,0
114,N,F,4.5,10,0,0
114,N,M,17,10,2,0
114,N,M,9,10,0,0
114,N,F,1.7,10,0,0
114,N,F,1.7,10,0,0
72,N,F,3.2,10,4,1
114,N,F,8.4,10,0,1
72,N,M,1.9,10,5,0
114,N,M,3,10,0,0
114,N,F,11,10,2,0
50,N,M,8.5,10,0,1
114,N,M,7.7,10,0,0
114,N,F,8.5,10,0,0
114,N,F,8.5,10,0,0
114,N,F,5,10,3,1
114,U,M,15,10,5,0
54,N,M,20,10,4,1
114,U,F,2.8,10,0,1
101,U,F,3.5,10,10,1
101,U,F,3,10,1,1
32,N,M,2,9,1,1
114,U,F,7.4,10,1,0
114,U,F,3.8,10,3,0
121,N,M,40,10,2,0
121,U,F,35,10,6,0
128,U,F,2,10,0,0
128,U,F,3,10,4,0
101,N,F,6,10,8,1
114,U,M,1,10,0,1
125,U,F,9,10,4,1
114,U,F,3,10,0,1
89,U,F,6,10,4,0
101,U,F,3,10,12,0
114,U,F,4,8,10,0
128,N,M,4.7,10,4,0
114,N,M,11.2,8,3,0
128,U,F,4,10,0,1
114,N,M,4,10,2,1
114,N,F,4,10,5,0
101,N,F,2,10,0,1
114,N,M,1,10,0,1
114,N,F,1,10,0,0
114,N,F,1,10,0,0
114,N,F,1,10,0,0
114,N,F,1,10,0,0
114,N,F,1,10,0,1
114,N,M,1,10,0,0
114,N,F,10,10,2,0
128,N,M,8,10,2,0
114,N,F,2,10,0,1
114,N,F,2,10,0,0
114,N,M,2,10,0,0
114,N,M,2,10,0,0
114,N,M,2,10,0,0
114,N,M,4,10,0,0
114,N,M,7,10,1,0
114,N,M,4,10,1,1
114,N,M,1.5,10,1,1
114,U,F,5.2,10,3,0
114,U,M,15,10,1,1
114,U,M,5.3,10,5,0
101,N,M,1,10,0,1
114,U,F,25,10,1,0
114,U,F,4,10,2,0
114,U,F,4.8,10,10,0
114,N,M,8,10,0,0
13,Y,M,8,10,5,1
114,Y,M,4.5,10,3,0
128,N,M,3,10,0,1
114,N,M,1.5,10,0,0
114,N,M,1.5,10,0,0
114,N,F,1.5,10,0,1
72,N,F,1.5,10,1,1
128,Y,M,4,10,7,1
114,N,M,5,10,3,1
128,U,F,3.6,10,0,1
69,N,M,30,11,2,0
69,U,F,20,10,2,0
114,N,M,2,11,0,1
128,U,F,3,11,0,1
114,U,Q,4,11,0,0
114,U,Q,4,11,0,0
67,U,F,17,7,2,0
114,U,F,4,7,2,1
114,N,M,30.11,11,3,1
114,N,M,6,11,1,0
114,N,F,6.5,11,1,0
89,N,F,6,11,1,1
38,N,M,4.2,11,2,1
38,U,M,3.5,11,2,0
114,U,M,15,11,6,0
67,N,F,9.87,11,2,1
114,N,F,3.04,11,3,1
114,N,F,1.53,11,0,1
67,N,M,0.5,11,0,1
67,N,M,0.5,11,0,1
67,N,M,0.5,11,0,1
128,N,M,2.5,11,0,1
114,N,F,6,11,0,1
114,N,M,5,11,1,1
128,Y,M,6,11,5,1
114,N,M,15,14,0,0
114,N,F,15.5,14,0,0
114,N,M,2.8,14,0,0
114,N,F,2.2,14,0,0
72,U,M,4,7,2,0
114,N,M,8,11,0,0
114,U,F,8,11,1,0
124,U,F,8,8,2,1
3,U,M,20,11,1,1
89,N,M,3.5,11,1,1
114,N,F,2,11,0,0
128,N,M,6.2,11,2,0
128,N,F,6.4,11,3,1
113,N,F,1.7,11,8,0
101,N,F,3.2,11,1,1
114,N,M,8,11,2,1
13,N,F,3.5,11,0,1
114,U,F,23,11,3,0
114,U,F,4,11,1,0
72,Y,M,3.4,11,8,1
114,U,F,13,11,1,0
72,U,F,2.8,11,7,1
128,U,F,7,11,2,1
114,N,M,1.9,11,0,1
114,N,F,1.5,11,0,1
72,N,F,3.8,11,7,0
114,N,F,6.8,11,2,1
89,N,F,3.3,11,5,1
72,N,M,2.6,11,10,0
114,N,F,3.6,11,6,0
114,N,F,7.5,11,3,1
72,N,F,1.5,11,10,1
101,Y,M,5.8,11,10,0
72,U,F,3,12,7,1
113,N,M,3,12,6,1
72,U,F,4,12,4,1
101,N,M,5,11,7,0
72,U,F,3.6,11,3,1
101,N,M,1.05,11,0,1
114,N,M,2.2,11,0,1
114,Y,M,7.2,7,1,1
114,N,M,4.7,7,0,1
114,U,F,6,7,6,1
114,N,F,6.8,11,4,1
89,N,F,2,10,0,1
72,N,F,2.7,11,12,1
128,N,F,3,11,0,1
114,N,F,3.5,11,4,1
72,N,F,4,11,4,1
22,N,F,4,11,1,1
128,N,F,3.7,11,3,1
114,N,M,2,11,0,0
114,U,M,15,11,3,0
114,U,F,15,11,3,1
78,N,M,3.2,11,1,1
128,N,M,5.6,11,5,1
114,N,M,5,10,5,0
114,N,M,10,10,6,0
114,N,M,20,11,2,1
114,U,F,1.9,10,0,1
114,N,F,2.2,10,0,1
114,N,M,2.3,10,0,1
114,N,F,2.1,10,0,1
32,U,M,4,11,3,1
89,U,M,5,10,1,1
114,U,M,20,10,3,0
72,N,F,4.7,10,8,0
114,N,M,4.8,10,5,1
114,N,F,2.1,10,2,1
72,U,F,2,10,3,1
90,U,F,2,10,1,1
114,N,F,5,10,3,1
114,N,M,7.76,10,4,0
114,U,F,0.8,10,0,1
114,N,M,5,10,4,1
114,N,F,5,10,2,0
114,N,M,22,10,2,0
114,U,F,1.5,10,0,1
114,U,F,3,10,1,1
72,Y,M,4.8,21,5,0
114,N,M,7,10,1,0
32,Y,M,2.3,8,2,0
51,N,M,9,10,0,1
128,N,M,5,10,7,0
54,N,F,25,10,3,1
54,N,M,30,10,3,1
128,N,M,8,10,3,1
128,Y,M,3,11,11,0
114,N,F,10,11,0,0
114,N,F,2,11,0,0
114,N,M,2,11,0,0
114,N,F,20,11,0,0
114,N,F,2,11,0,0
114,N,F,2.6,11,0,0
114,N,F,1.7,11,0,0
114,N,F,1.9,11,0,0
114,N,F,13,11,2,0
126,N,F,12,11,1,0
126,N,F,17,11,1,0
114,N,F,11,11,0,0
114,N,F,9,11,0,0
114,N,F,9,11,0,0
114,N,F,11,11,0,0
114,N,F,5.4,11,0,0
114,N,M,18,11,1,0
114,N,M,13,11,0,0
125,N,M,6.5,11,0,1
113,N,F,3.1,11,6,1
114,N,F,12,11,0,0
114,N,F,3,11,0,0
114,N,M,2,11,0,0
114,N,F,20,11,1,0
72,Y,M,3.4,10,7,1
114,N,F,4,11,5,0
72,N,M,1.93,11,2,1
114,N,F,7,11,1,0
114,N,F,7,11,1,0
114,N,F,7,11,1,0
114,N,M,7,11,2,0
114,N,F,4,11,2,0
114,N,M,6,11,2,0
114,N,M,18,11,2,0
114,N,F,20,11,0,0
114,N,F,4,11,5,0
128,N,M,4,11,2,1
96,N,M,11,11,1,1
114,N,M,5,11,3,0
114,U,M,10,10,1,0
101,N,M,6,11,2,1
128,N,M,8,11,10,1
120,N,M,30,11,1,1
114,U,F,4,12,3,0
72,N,M,3.2,11,5,1
114,N,F,4.6,11,2,0
113,U,M,4,11,3,0
60,U,F,32,11,4,1
89,N,M,5.4,11,3,1
128,N,M,4.5,11,3,0
101,N,F,5.2,11,7,0
101,N,F,6.8,11,7,0
22,N,F,6.7,11,7,0
38,N,F,4,11,4,1
114,N,F,8,11,0,0
128,N,F,3.61,11,1,1
128,U,M,4,11,3,0
72,N,F,4,11,8,0
128,U,F,4.5,11,3,0
128,U,M,5,11,3,0
114,N,F,6,11,2,0
114,N,M,3.7,11,0,1
114,U,F,4.8,11,2,0
114,U,M,8,11,0,0
113,U,M,2,11,12,0
77,Y,M,6.4,11,10,0
114,U,F,1.7,11,0,0
114,U,F,1.7,11,0,1
72,U,F,3.6,11,2,1
72,N,M,3.1,11,2,0
